No,PID,ItemID,Description,Type,Unit,DP,disp_lower,disp_upper,dcsTagNo,valid,sufixx,org_TagNo(cut SB_/.PVor.OUT),-suffix,"follows are 0,_STATUS or SPARE_ or _SPARE or _STS or -SP-",raw&exist -OUT=0,not in ABJ=0.(vlookup ABJ_DCS_IO)
6764,SB_010200010000006764,SB_SPARE_50_2_02_12.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_12,0,.PV,SPARE_50_2_02_12,,0,-1,SPARE_50_2_02_12
6765,SB_010200010000006765,SB_SPARE_50_2_02_16.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_16,0,.PV,SPARE_50_2_02_16,,0,-1,SPARE_50_2_02_16
6766,SB_010200010000006766,SB_SPARE_2_02_3.PV,SPARE,BOOL,,,0,0,SPARE_2_02_3,0,.PV,SPARE_2_02_3,,0,-1,SPARE_2_02_3
6767,SB_010200010000006767,SB_SPARE_50_2_02_15.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_15,0,.PV,SPARE_50_2_02_15,,0,-1,SPARE_50_2_02_15
6768,SB_010200010000006768,SB_SPARE_50_2_02_10.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_10,0,.PV,SPARE_50_2_02_10,,0,-1,SPARE_50_2_02_10
6769,SB_010200010000006769,SB_SPARE_50_2_02_14.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_14,0,.PV,SPARE_50_2_02_14,,0,-1,SPARE_50_2_02_14
6770,SB_010200010000006770,SB_SPARE_50_2_02_9.PV,SPARE,BOOL,,,0,0,SPARE_50_2_02_9,0,.PV,SPARE_50_2_02_9,,0,-1,SPARE_50_2_02_9
6771,SB_010200010000006771,SB_SPARE_50_2_03_12.PV,SPARE,BOOL,,,0,0,SPARE_50_2_03_12,0,.PV,SPARE_50_2_03_12,,0,-1,SPARE_50_2_03_12
6772,SB_010200010000006772,SB_SPARE_50_2_03_16.PV,SPARE,BOOL,,,0,0,SPARE_50_2_03_16,0,.PV,SPARE_50_2_03_16,,0,-1,SPARE_50_2_03_16
6773,SB_010200010000006773,SB_SPARE_50_2_03_11.PV,SPARE,BOOL,,,0,0,SPARE_50_2_03_11,0,.PV,SPARE_50_2_03_11,,0,-1,SPARE_50_2_03_11
6774,SB_010200010000006774,SB_SPARE_50_2_03_15.PV,SPARE,BOOL,,,0,0,SPARE_50_2_03_15,0,.PV,SPARE_50_2_03_15,,0,-1,SPARE_50_2_03_15
6775,SB_010200010000006775,SB_SPARE_50_2_04_8.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_8,0,.PV,SPARE_50_2_04_8,,0,-1,SPARE_50_2_04_8
6776,SB_010200010000006776,SB_SPARE_50_2_04_12.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_12,0,.PV,SPARE_50_2_04_12,,0,-1,SPARE_50_2_04_12
6777,SB_010200010000006777,SB_SPARE_50_2_04_16.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_16,0,.PV,SPARE_50_2_04_16,,0,-1,SPARE_50_2_04_16
6778,SB_010200010000006778,SB_SPARE_50_2_04_7.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_7,0,.PV,SPARE_50_2_04_7,,0,-1,SPARE_50_2_04_7
6779,SB_010200010000006779,SB_SPARE_50_2_04_11.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_11,0,.PV,SPARE_50_2_04_11,,0,-1,SPARE_50_2_04_11
6780,SB_010200010000006780,SB_SPARE_50_2_04_15.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_15,0,.PV,SPARE_50_2_04_15,,0,-1,SPARE_50_2_04_15
6781,SB_010200010000006781,SB_SPARE_50_2_04_14.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_14,0,.PV,SPARE_50_2_04_14,,0,-1,SPARE_50_2_04_14
6782,SB_010200010000006782,SB_SPARE_50_2_04_9.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_9,0,.PV,SPARE_50_2_04_9,,0,-1,SPARE_50_2_04_9
6783,SB_010200010000006783,SB_SPARE_50_2_04_13.PV,SPARE,BOOL,,,0,0,SPARE_50_2_04_13,0,.PV,SPARE_50_2_04_13,,0,-1,SPARE_50_2_04_13
6784,SB_010200010000006784,SB_SPARE_80_1_09_8.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_8,0,.PV,SPARE_80_1_09_8,,0,-1,SPARE_80_1_09_8
6785,SB_010200010000006785,SB_SPARE_50_2_05_12.PV,SPARE,BOOL,,,0,0,SPARE_50_2_05_12,0,.PV,SPARE_50_2_05_12,,0,-1,SPARE_50_2_05_12
6786,SB_010200010000006786,SB_SPARE_80_1_09_12.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_12,0,.PV,SPARE_80_1_09_12,,0,-1,SPARE_80_1_09_12
6787,SB_010200010000006787,SB_SPARE_50_2_05_16.PV,SPARE,BOOL,,,0,0,SPARE_50_2_05_16,0,.PV,SPARE_50_2_05_16,,0,-1,SPARE_50_2_05_16
6788,SB_010200010000006788,SB_SPARE_80_1_09_16.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_16,0,.PV,SPARE_80_1_09_16,,0,-1,SPARE_80_1_09_16
6789,SB_010200010000006789,SB_SPARE_80_1_09_7.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_7,0,.PV,SPARE_80_1_09_7,,0,-1,SPARE_80_1_09_7
6790,SB_010200010000006790,SB_SPARE_80_1_09_11.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_11,0,.PV,SPARE_80_1_09_11,,0,-1,SPARE_80_1_09_11
6791,SB_010200010000006791,SB_SPARE_50_2_05_15.PV,SPARE,BOOL,,,0,0,SPARE_50_2_05_15,0,.PV,SPARE_50_2_05_15,,0,-1,SPARE_50_2_05_15
6792,SB_010200010000006792,SB_SPARE_80_1_09_15.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_15,0,.PV,SPARE_80_1_09_15,,0,-1,SPARE_80_1_09_15
6793,SB_010200010000006793,SB_SPARE_80_1_09_6.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_6,0,.PV,SPARE_80_1_09_6,,0,-1,SPARE_80_1_09_6
6794,SB_010200010000006794,SB_SPARE_80_1_09_10.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_10,0,.PV,SPARE_80_1_09_10,,0,-1,SPARE_80_1_09_10
6795,SB_010200010000006795,SB_SPARE_50_2_05_14.PV,SPARE,BOOL,,,0,0,SPARE_50_2_05_14,0,.PV,SPARE_50_2_05_14,,0,-1,SPARE_50_2_05_14
6796,SB_010200010000006796,SB_SPARE_80_1_09_14.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_14,0,.PV,SPARE_80_1_09_14,,0,-1,SPARE_80_1_09_14
6797,SB_010200010000006797,SB_SPARE_80_1_09_9.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_9,0,.PV,SPARE_80_1_09_9,,0,-1,SPARE_80_1_09_9
6798,SB_010200010000006798,SB_SPARE_80_1_09_13.PV,SPARE,BOOL,,,0,0,SPARE_80_1_09_13,0,.PV,SPARE_80_1_09_13,,0,-1,SPARE_80_1_09_13
6799,SB_010200010000006799,SB_SPARE_80_2_08_4.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_4,0,.PV,SPARE_80_2_08_4,,0,-1,SPARE_80_2_08_4
6800,SB_010200010000006800,SB_SPARE_80_2_08_8.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_8,0,.PV,SPARE_80_2_08_8,,0,-1,SPARE_80_2_08_8
6801,SB_010200010000006801,SB_SPARE_50_2_06_12.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_12,0,.PV,SPARE_50_2_06_12,,0,-1,SPARE_50_2_06_12
6802,SB_010200010000006802,SB_SPARE_2_06_16.PV,SPARE,BOOL,,,0,0,SPARE_2_06_16,0,.PV,SPARE_2_06_16,,0,-1,SPARE_2_06_16
6803,SB_010200010000006803,SB_SPARE_80_2_08_16.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_16,0,.PV,SPARE_80_2_08_16,,0,-1,SPARE_80_2_08_16
6804,SB_010200010000006804,SB_SPARE_50_2_06_16.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_16,0,.PV,SPARE_50_2_06_16,,0,-1,SPARE_50_2_06_16
6805,SB_010200010000006805,SB_122302_DI03-SP-10.PV,SPARE,BOOL,,,0,0,122302_DI03-SP-10,0,.PV,122302_DI03-SP-10,-SP-10,0,-1,122302_DI03-SP-10
6806,SB_010200010000006806,SB_122302_DI03-SP-11.PV,SPARE,BOOL,,,0,0,122302_DI03-SP-11,0,.PV,122302_DI03-SP-11,-SP-11,0,-1,122302_DI03-SP-11
6807,SB_010200010000006807,SB_122302_DI03-SP-12.PV,SPARE,BOOL,,,0,0,122302_DI03-SP-12,0,.PV,122302_DI03-SP-12,-SP-12,0,-1,122302_DI03-SP-12
6808,SB_010200010000006808,SB_122304_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122304_DI03-SP-14,0,.PV,122304_DI03-SP-14,-SP-14,0,-1,122304_DI03-SP-14
6809,SB_010200010000006809,SB_122304_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122304_DI03-SP-15,0,.PV,122304_DI03-SP-15,-SP-15,0,-1,122304_DI03-SP-15
6810,SB_010200010000006810,SB_122304_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122304_DI03-SP-16,0,.PV,122304_DI03-SP-16,-SP-16,0,-1,122304_DI03-SP-16
6811,SB_010200010000006811,SB_122306_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122306_DI03-SP-14,0,.PV,122306_DI03-SP-14,-SP-14,0,-1,122306_DI03-SP-14
6812,SB_010200010000006812,SB_122306_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122306_DI03-SP-15,0,.PV,122306_DI03-SP-15,-SP-15,0,-1,122306_DI03-SP-15
6813,SB_010200010000006813,SB_122306_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122306_DI03-SP-16,0,.PV,122306_DI03-SP-16,-SP-16,0,-1,122306_DI03-SP-16
6814,SB_010200010000006814,SB_122307_DI03-SP-10.PV,SPARE,BOOL,,,0,0,122307_DI03-SP-10,0,.PV,122307_DI03-SP-10,-SP-10,0,-1,122307_DI03-SP-10
6815,SB_010200010000006815,SB_122307_DI03-SP-11.PV,SPARE,BOOL,,,0,0,122307_DI03-SP-11,0,.PV,122307_DI03-SP-11,-SP-11,0,-1,122307_DI03-SP-11
6816,SB_010200010000006816,SB_122307_DI03-SP-12.PV,SPARE,BOOL,,,0,0,122307_DI03-SP-12,0,.PV,122307_DI03-SP-12,-SP-12,0,-1,122307_DI03-SP-12
6817,SB_010200010000006817,SB_SPARE_80_2_08_3.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_3,0,.PV,SPARE_80_2_08_3,,0,-1,SPARE_80_2_08_3
6818,SB_010200010000006818,SB_122401_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122401_DI03-SP-15,0,.PV,122401_DI03-SP-15,-SP-15,0,-1,122401_DI03-SP-15
6819,SB_010200010000006819,SB_122401_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122401_DI03-SP-16,0,.PV,122401_DI03-SP-16,-SP-16,0,-1,122401_DI03-SP-16
6820,SB_010200010000006820,SB_122401_DI03-SP-2.PV,SPARE,BOOL,,,0,0,122401_DI03-SP-2,0,.PV,122401_DI03-SP-2,-SP-2,0,-1,122401_DI03-SP-2
6821,SB_010200010000006821,SB_122402_DI03-SP-10.PV,SPARE,BOOL,,,0,0,122402_DI03-SP-10,0,.PV,122402_DI03-SP-10,-SP-10,0,-1,122402_DI03-SP-10
6822,SB_010200010000006822,SB_122402_DI03-SP-11.PV,SPARE,BOOL,,,0,0,122402_DI03-SP-11,0,.PV,122402_DI03-SP-11,-SP-11,0,-1,122402_DI03-SP-11
6823,SB_010200010000006823,SB_122402_DI03-SP-12.PV,SPARE,BOOL,,,0,0,122402_DI03-SP-12,0,.PV,122402_DI03-SP-12,-SP-12,0,-1,122402_DI03-SP-12
6824,SB_010200010000006824,SB_122404_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122404_DI03-SP-14,0,.PV,122404_DI03-SP-14,-SP-14,0,-1,122404_DI03-SP-14
6825,SB_010200010000006825,SB_122404_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122404_DI03-SP-15,0,.PV,122404_DI03-SP-15,-SP-15,0,-1,122404_DI03-SP-15
6826,SB_010200010000006826,SB_122404_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122404_DI03-SP-16,0,.PV,122404_DI03-SP-16,-SP-16,0,-1,122404_DI03-SP-16
6827,SB_010200010000006827,SB_122405_DI03-SP-13.PV,SPARE,BOOL,,,0,0,122405_DI03-SP-13,0,.PV,122405_DI03-SP-13,-SP-13,0,-1,122405_DI03-SP-13
6828,SB_010200010000006828,SB_122405_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122405_DI03-SP-15,0,.PV,122405_DI03-SP-15,-SP-15,0,-1,122405_DI03-SP-15
6829,SB_010200010000006829,SB_122405_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122405_DI03-SP-16,0,.PV,122405_DI03-SP-16,-SP-16,0,-1,122405_DI03-SP-16
6830,SB_010200010000006830,SB_122406_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122406_DI03-SP-14,0,.PV,122406_DI03-SP-14,-SP-14,0,-1,122406_DI03-SP-14
6831,SB_010200010000006831,SB_122406_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122406_DI03-SP-15,0,.PV,122406_DI03-SP-15,-SP-15,0,-1,122406_DI03-SP-15
6832,SB_010200010000006832,SB_122406_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122406_DI03-SP-16,0,.PV,122406_DI03-SP-16,-SP-16,0,-1,122406_DI03-SP-16
6833,SB_010200010000006833,SB_122501_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122501_DI03-SP-15,0,.PV,122501_DI03-SP-15,-SP-15,0,-1,122501_DI03-SP-15
6834,SB_010200010000006834,SB_122501_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122501_DI03-SP-16,0,.PV,122501_DI03-SP-16,-SP-16,0,-1,122501_DI03-SP-16
6835,SB_010200010000006835,SB_122502_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122502_DI03-SP-14,0,.PV,122502_DI03-SP-14,-SP-14,0,-1,122502_DI03-SP-14
6836,SB_010200010000006836,SB_122502_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122502_DI03-SP-15,0,.PV,122502_DI03-SP-15,-SP-15,0,-1,122502_DI03-SP-15
6837,SB_010200010000006837,SB_122502_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122502_DI03-SP-16,0,.PV,122502_DI03-SP-16,-SP-16,0,-1,122502_DI03-SP-16
6838,SB_010200010000006838,SB_122503_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122503_DI03-SP-14,0,.PV,122503_DI03-SP-14,-SP-14,0,-1,122503_DI03-SP-14
6839,SB_010200010000006839,SB_122503_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122503_DI03-SP-15,0,.PV,122503_DI03-SP-15,-SP-15,0,-1,122503_DI03-SP-15
6840,SB_010200010000006840,SB_122503_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122503_DI03-SP-16,0,.PV,122503_DI03-SP-16,-SP-16,0,-1,122503_DI03-SP-16
6841,SB_010200010000006841,SB_122504_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122504_DI03-SP-14,0,.PV,122504_DI03-SP-14,-SP-14,0,-1,122504_DI03-SP-14
6842,SB_010200010000006842,SB_122504_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122504_DI03-SP-15,0,.PV,122504_DI03-SP-15,-SP-15,0,-1,122504_DI03-SP-15
6843,SB_010200010000006843,SB_122504_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122504_DI03-SP-16,0,.PV,122504_DI03-SP-16,-SP-16,0,-1,122504_DI03-SP-16
6844,SB_010200010000006844,SB_122505_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122505_DI03-SP-15,0,.PV,122505_DI03-SP-15,-SP-15,0,-1,122505_DI03-SP-15
6845,SB_010200010000006845,SB_122505_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122505_DI03-SP-16,0,.PV,122505_DI03-SP-16,-SP-16,0,-1,122505_DI03-SP-16
6846,SB_010200010000006846,SB_122506_DI03-SP-12.PV,SPARE,BOOL,,,0,0,122506_DI03-SP-12,0,.PV,122506_DI03-SP-12,-SP-12,0,-1,122506_DI03-SP-12
6847,SB_010200010000006847,SB_122506_DI03-SP-13.PV,SPARE,BOOL,,,0,0,122506_DI03-SP-13,0,.PV,122506_DI03-SP-13,-SP-13,0,-1,122506_DI03-SP-13
6848,SB_010200010000006848,SB_122506_DI03-SP-14.PV,SPARE,BOOL,,,0,0,122506_DI03-SP-14,0,.PV,122506_DI03-SP-14,-SP-14,0,-1,122506_DI03-SP-14
6849,SB_010200010000006849,SB_122506_DI03-SP-15.PV,SPARE,BOOL,,,0,0,122506_DI03-SP-15,0,.PV,122506_DI03-SP-15,-SP-15,0,-1,122506_DI03-SP-15
6850,SB_010200010000006850,SB_122506_DI03-SP-16.PV,SPARE,BOOL,,,0,0,122506_DI03-SP-16,0,.PV,122506_DI03-SP-16,-SP-16,0,-1,122506_DI03-SP-16
6851,SB_010200010000006851,SB_130302_DI03A-SP-15.PV,SPARE,BOOL,,,0,0,130302_DI03A-SP-15,0,.PV,130302_DI03A-SP-15,-SP-15,0,-1,130302_DI03A-SP-15
6852,SB_010200010000006852,SB_130302_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130302_DI03A-SP-16,0,.PV,130302_DI03A-SP-16,-SP-16,0,-1,130302_DI03A-SP-16
6853,SB_010200010000006853,SB_130303_DI03A-SP-15.PV,SPARE,BOOL,,,0,0,130303_DI03A-SP-15,0,.PV,130303_DI03A-SP-15,-SP-15,0,-1,130303_DI03A-SP-15
6854,SB_010200010000006854,SB_130303_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130303_DI03A-SP-16,0,.PV,130303_DI03A-SP-16,-SP-16,0,-1,130303_DI03A-SP-16
6855,SB_010200010000006855,SB_130304_DI03A-SP-14.PV,SPARE,BOOL,,,0,0,130304_DI03A-SP-14,0,.PV,130304_DI03A-SP-14,-SP-14,0,-1,130304_DI03A-SP-14
6856,SB_010200010000006856,SB_130304_DI03A-SP-15.PV,SPARE,BOOL,,,0,0,130304_DI03A-SP-15,0,.PV,130304_DI03A-SP-15,-SP-15,0,-1,130304_DI03A-SP-15
6857,SB_010200010000006857,SB_130304_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130304_DI03A-SP-16,0,.PV,130304_DI03A-SP-16,-SP-16,0,-1,130304_DI03A-SP-16
6858,SB_010200010000006858,SB_130305_DI03A-SP-15.PV,SPARE,BOOL,,,0,0,130305_DI03A-SP-15,0,.PV,130305_DI03A-SP-15,-SP-15,0,-1,130305_DI03A-SP-15
6859,SB_010200010000006859,SB_130305_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130305_DI03A-SP-16,0,.PV,130305_DI03A-SP-16,-SP-16,0,-1,130305_DI03A-SP-16
6860,SB_010200010000006860,SB_130306_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130306_DI03A-SP-16,0,.PV,130306_DI03A-SP-16,-SP-16,0,-1,130306_DI03A-SP-16
6861,SB_010200010000006861,SB_130307_DI03A-SP-14.PV,SPARE,BOOL,,,0,0,130307_DI03A-SP-14,0,.PV,130307_DI03A-SP-14,-SP-14,0,-1,130307_DI03A-SP-14
6862,SB_010200010000006862,SB_130307_DI03A-SP-15.PV,SPARE,BOOL,,,0,0,130307_DI03A-SP-15,0,.PV,130307_DI03A-SP-15,-SP-15,0,-1,130307_DI03A-SP-15
6863,SB_010200010000006863,SB_SPARE_80_2_08_7.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_7,0,.PV,SPARE_80_2_08_7,,0,-1,SPARE_80_2_08_7
6864,SB_010200010000006864,SB_SPARE_50_2_06_7.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_7,0,.PV,SPARE_50_2_06_7,,0,-1,SPARE_50_2_06_7
6865,SB_010200010000006865,SB_SPARE_2_06_15.PV,SPARE,BOOL,,,0,0,SPARE_2_06_15,0,.PV,SPARE_2_06_15,,0,-1,SPARE_2_06_15
6866,SB_010200010000006866,SB_SPARE_50_2_06_15.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_15,0,.PV,SPARE_50_2_06_15,,0,-1,SPARE_50_2_06_15
6867,SB_010200010000006867,SB_SPARE_80_2_08_2.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_2,0,.PV,SPARE_80_2_08_2,,0,-1,SPARE_80_2_08_2
6868,SB_010200010000006868,SB_SPARE_80_2_08_6.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_6,0,.PV,SPARE_80_2_08_6,,0,-1,SPARE_80_2_08_6
6869,SB_010200010000006869,SB_SPARE_50_2_06_6.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_6,0,.PV,SPARE_50_2_06_6,,0,-1,SPARE_50_2_06_6
6870,SB_010200010000006870,SB_SPARE_80_2_08_10.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_10,0,.PV,SPARE_80_2_08_10,,0,-1,SPARE_80_2_08_10
6871,SB_010200010000006871,SB_SPARE_2_06_14.PV,SPARE,BOOL,,,0,0,SPARE_2_06_14,0,.PV,SPARE_2_06_14,,0,-1,SPARE_2_06_14
6872,SB_010200010000006872,SB_SPARE_50_2_06_14.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_14,0,.PV,SPARE_50_2_06_14,,0,-1,SPARE_50_2_06_14
6873,SB_010200010000006873,SB_130307_DI03A-SP-16.PV,SPARE,BOOL,,,0,0,130307_DI03A-SP-16,0,.PV,130307_DI03A-SP-16,-SP-16,0,-1,130307_DI03A-SP-16
6874,SB_010200010000006874,SB_SPARE_80_2_08_1.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_1,0,.PV,SPARE_80_2_08_1,,0,-1,SPARE_80_2_08_1
6875,SB_010200010000006875,SB_130308_DI01-SP-10.PV,SPARE,BOOL,,,0,0,130308_DI01-SP-10,0,.PV,130308_DI01-SP-10,-SP-10,0,-1,130308_DI01-SP-10
6876,SB_010200010000006876,SB_SPARE_80_2_08_5.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_5,0,.PV,SPARE_80_2_08_5,,0,-1,SPARE_80_2_08_5
6877,SB_010200010000006877,SB_SPARE_50_2_06_5.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_5,0,.PV,SPARE_50_2_06_5,,0,-1,SPARE_50_2_06_5
6878,SB_010200010000006878,SB_SPARE_80_2_08_9.PV,SPARE,BOOL,,,0,0,SPARE_80_2_08_9,0,.PV,SPARE_80_2_08_9,,0,-1,SPARE_80_2_08_9
6879,SB_010200010000006879,SB_SPARE_50_2_06_13.PV,SPARE,BOOL,,,0,0,SPARE_50_2_06_13,0,.PV,SPARE_50_2_06_13,,0,-1,SPARE_50_2_06_13
6880,SB_010200010000006880,SB_SPARE_80_2_09_4.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_4,0,.PV,SPARE_80_2_09_4,,0,-1,SPARE_80_2_09_4
6881,SB_010200010000006881,SB_SPARE_3_01_4.PV,SPARE,BOOL,,,0,0,SPARE_3_01_4,0,.PV,SPARE_3_01_4,,0,-1,SPARE_3_01_4
6882,SB_010200010000006882,SB_SPARE_80_2_09_8.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_8,0,.PV,SPARE_80_2_09_8,,0,-1,SPARE_80_2_09_8
6883,SB_010200010000006883,SB_SPARE_80_2_09_12.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_12,0,.PV,SPARE_80_2_09_12,,0,-1,SPARE_80_2_09_12
6884,SB_010200010000006884,SB_SPARE_80_2_09_16.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_16,0,.PV,SPARE_80_2_09_16,,0,-1,SPARE_80_2_09_16
6885,SB_010200010000006885,SB_SPARE_3_01_16.PV,SPARE,BOOL,,,0,0,SPARE_3_01_16,0,.PV,SPARE_3_01_16,,0,-1,SPARE_3_01_16
6886,SB_010200010000006886,SB_SPARE_80_2_09_3.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_3,0,.PV,SPARE_80_2_09_3,,0,-1,SPARE_80_2_09_3
6887,SB_010200010000006887,SB_SPARE_3_01_3.PV,SPARE,BOOL,,,0,0,SPARE_3_01_3,0,.PV,SPARE_3_01_3,,0,-1,SPARE_3_01_3
6888,SB_010200010000006888,SB_SPARE_80_2_09_7.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_7,0,.PV,SPARE_80_2_09_7,,0,-1,SPARE_80_2_09_7
6889,SB_010200010000006889,SB_SPARE_80_2_09_11.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_11,0,.PV,SPARE_80_2_09_11,,0,-1,SPARE_80_2_09_11
6890,SB_010200010000006890,SB_SPARE_80_2_09_15.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_15,0,.PV,SPARE_80_2_09_15,,0,-1,SPARE_80_2_09_15
6891,SB_010200010000006891,SB_SPARE_3_01_15.PV,SPARE,BOOL,,,0,0,SPARE_3_01_15,0,.PV,SPARE_3_01_15,,0,-1,SPARE_3_01_15
6892,SB_010200010000006892,SB_SPARE_70_1_08_8.PV,SPARE,BOOL,,,0,0,SPARE_70_1_08_8,0,.PV,SPARE_70_1_08_8,,0,-1,SPARE_70_1_08_8
6893,SB_010200010000006893,SB_SPARE_80_2_09_2.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_2,0,.PV,SPARE_80_2_09_2,,0,-1,SPARE_80_2_09_2
6894,SB_010200010000006894,SB_SPARE_80_2_09_6.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_6,0,.PV,SPARE_80_2_09_6,,0,-1,SPARE_80_2_09_6
6895,SB_010200010000006895,SB_SPARE_80_2_09_10.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_10,0,.PV,SPARE_80_2_09_10,,0,-1,SPARE_80_2_09_10
6896,SB_010200010000006896,SB_SPARE_80_2_09_14.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_14,0,.PV,SPARE_80_2_09_14,,0,-1,SPARE_80_2_09_14
6897,SB_010200010000006897,SB_SPARE_80_2_09_1.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_1,0,.PV,SPARE_80_2_09_1,,0,-1,SPARE_80_2_09_1
6898,SB_010200010000006898,SB_SPARE_80_2_09_5.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_5,0,.PV,SPARE_80_2_09_5,,0,-1,SPARE_80_2_09_5
6899,SB_010200010000006899,SB_SPARE_80_2_09_9.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_9,0,.PV,SPARE_80_2_09_9,,0,-1,SPARE_80_2_09_9
6900,SB_010200010000006900,SB_SPARE_80_2_09_13.PV,SPARE,BOOL,,,0,0,SPARE_80_2_09_13,0,.PV,SPARE_80_2_09_13,,0,-1,SPARE_80_2_09_13
6901,SB_010200010000006901,SB_SPARE_80_3_05_16.PV,SPARE,BOOL,,,0,0,SPARE_80_3_05_16,0,.PV,SPARE_80_3_05_16,,0,-1,SPARE_80_3_05_16
6902,SB_010200010000006902,SB_SPARE_3_02_16.PV,SPARE,BOOL,,,0,0,SPARE_3_02_16,0,.PV,SPARE_3_02_16,,0,-1,SPARE_3_02_16
