No,PID,ItemID,Description,Type,Unit,DP,disp_lower,disp_upper,dcsTagNo,valid,sufixx,org_TagNo(cut SB_/.PVor.OUT),-suffix,"follows are 0,_STATUS or SPARE_ or _SPARE or _STS or -SP-",raw&exist -OUT=0,not in ABJ=0.(vlookup ABJ_DCS_IO)
3245,SB_010200010000003245,SB_30BGB00GS100-CPS.OUT,400V INTK SWGR  TIE CB PMT,BOOL,,,0,0,30BGB00GS100-CPS,1,.OUT,30BGB00GS100-CPS,-CPS,30BGB00GS100-CPS,-1,30BGB00GS100-CPS
3246,SB_010200010000003246,SB_30BGB00GS100-ROS.OUT,400V INTK SWGR  TIE CB RO,BOOL,,,0,0,30BGB00GS100-ROS,1,.OUT,30BGB00GS100-ROS,-ROS,30BGB00GS100-ROS,-1,30BGB00GS100-ROS
3247,SB_010200010000003247,SB_30BGB00GS100-CLE.OUT,400V INTK SWGR  TIE CB RTE-CL,BOOL,,,0,0,30BGB00GS100-CLE,1,.OUT,30BGB00GS100-CLE,-CLE,30BGB00GS100-CLE,-1,30BGB00GS100-CLE
3248,SB_010200010000003248,SB_30BGB00GS100-OPE.OUT,400V INTK SWGR  TIE CB RTE-OP,BOOL,,,0,0,30BGB00GS100-OPE,1,.OUT,30BGB00GS100-OPE,-OPE,30BGB00GS100-OPE,-1,30BGB00GS100-OPE
3249,SB_010200010000003249,SB_30BGB00GS100XQ14-CND.OUT,400V INTK SWGR BUS-A VLT U-V ABN,BOOL,,,0,0,30BGB00GS100XQ14-CND,1,.OUT,30BGB00GS100XQ14-CND,-CND,30BGB00GS100XQ14-CND,-1,30BGB00GS100XQ14-CND
3250,SB_010200010000003250,SB_30BGB00GS100XQ17-CND.OUT,400V INTK SWGR BUS-B VLT U-V ABN,BOOL,,,0,0,30BGB00GS100XQ17-CND,1,.OUT,30BGB00GS100XQ17-CND,-CND,30BGB00GS100XQ17-CND,-1,30BGB00GS100XQ17-CND
3251,SB_010200010000003251,SB_30BGT10GT200XB18.OUT,400V INTK SWGR INCM TR-A CB AVAIL,BOOL,,,0,0,30BGT10GT200XB18,0,.OUT,30BGT10GT200XB18,,30BGT10GT200XB18,0,30BGT10GT200XB18
3252,SB_010200010000003252,SB_30BGT10GT200XB18-OUT.OUT,400V INTK SWGR INCM TR-A CB AVAIL,BOOL,,,0,0,30BGT10GT200XB18-OUT,1,.OUT,30BGT10GT200XB18-OUT,-OUT,30BGT10GT200XB18-OUT,1,30BGT10GT200XB18-OUT
3253,SB_010200010000003253,SB_30BGT10GT200XB02.OUT,400V INTK SWGR INCM TR-A CB CLS,BOOL,,,0,0,30BGT10GT200XB02,1,.OUT,30BGT10GT200XB02,,30BGT10GT200XB02,-1,30BGT10GT200XB02
3254,SB_010200010000003254,SB_30BGT10GT200XB23.OUT,400V INTK SWGR INCM TR-A CB E-FAIL,BOOL,,,0,0,30BGT10GT200XB23,1,.OUT,30BGT10GT200XB23,,30BGT10GT200XB23,-1,30BGT10GT200XB23
3255,SB_010200010000003255,SB_30BGT10GT200XB20.OUT,400V INTK SWGR INCM TR-A CB TST POS,BOOL,,,0,0,30BGT10GT200XB20,0,.OUT,30BGT10GT200XB20,,30BGT10GT200XB20,0,30BGT10GT200XB20
3256,SB_010200010000003256,SB_30BGT10GT200XB20-OUT.OUT,400V INTK SWGR INCM TR-A CB TST POS,BOOL,,,0,0,30BGT10GT200XB20-OUT,1,.OUT,30BGT10GT200XB20-OUT,-OUT,30BGT10GT200XB20-OUT,1,30BGT10GT200XB20-OUT
3257,SB_010200010000003257,SB_30BGT10GT200XQ09-CND.OUT,400V INTK SWGR INCM TR-A CUR V-PH ABN,BOOL,,,0,0,30BGT10GT200XQ09-CND,1,.OUT,30BGT10GT200XQ09-CND,-CND,30BGT10GT200XQ09-CND,-1,30BGT10GT200XQ09-CND
3258,SB_010200010000003258,SB_30BGT10GT200XQ20-CND.OUT,400V INTK SWGR INCM TR-A PWR ABN,BOOL,,,0,0,30BGT10GT200XQ20-CND,1,.OUT,30BGT10GT200XQ20-CND,-CND,30BGT10GT200XQ20-CND,-1,30BGT10GT200XQ20-CND
3259,SB_010200010000003259,SB_30BGT10GT200XQ14-CND.OUT,400V INTK SWGR INCM TR-A VLT U-V ABN,BOOL,,,0,0,30BGT10GT200XQ14-CND,1,.OUT,30BGT10GT200XQ14-CND,-CND,30BGT10GT200XQ14-CND,-1,30BGT10GT200XQ14-CND
3260,SB_010200010000003260,SB_30BGT20GT200XB18.OUT,400V INTK SWGR INCM TR-B CB AVAIL,BOOL,,,0,0,30BGT20GT200XB18,0,.OUT,30BGT20GT200XB18,,30BGT20GT200XB18,0,30BGT20GT200XB18
3261,SB_010200010000003261,SB_30BGT20GT200XB18-OUT.OUT,400V INTK SWGR INCM TR-B CB AVAIL,BOOL,,,0,0,30BGT20GT200XB18-OUT,1,.OUT,30BGT20GT200XB18-OUT,-OUT,30BGT20GT200XB18-OUT,1,30BGT20GT200XB18-OUT
3262,SB_010200010000003262,SB_30BGT20GT200XB02.OUT,400V INTK SWGR INCM TR-B CB CLS,BOOL,,,0,0,30BGT20GT200XB02,1,.OUT,30BGT20GT200XB02,,30BGT20GT200XB02,-1,30BGT20GT200XB02
3263,SB_010200010000003263,SB_30BGT20GT200XB23.OUT,400V INTK SWGR INCM TR-B CB E-FAIL,BOOL,,,0,0,30BGT20GT200XB23,1,.OUT,30BGT20GT200XB23,,30BGT20GT200XB23,-1,30BGT20GT200XB23
3264,SB_010200010000003264,SB_30BGT20GT200XB20.OUT,400V INTK SWGR INCM TR-B CB TST POS,BOOL,,,0,0,30BGT20GT200XB20,0,.OUT,30BGT20GT200XB20,,30BGT20GT200XB20,0,30BGT20GT200XB20
3265,SB_010200010000003265,SB_30BGT20GT200XB20-OUT.OUT,400V INTK SWGR INCM TR-B CB TST POS,BOOL,,,0,0,30BGT20GT200XB20-OUT,1,.OUT,30BGT20GT200XB20-OUT,-OUT,30BGT20GT200XB20-OUT,1,30BGT20GT200XB20-OUT
3266,SB_010200010000003266,SB_30BGT20GT200XQ09-CND.OUT,400V INTK SWGR INCM TR-B CUR V-PH ABN,BOOL,,,0,0,30BGT20GT200XQ09-CND,1,.OUT,30BGT20GT200XQ09-CND,-CND,30BGT20GT200XQ09-CND,-1,30BGT20GT200XQ09-CND
3267,SB_010200010000003267,SB_30BGT20GT200XQ20-CND.OUT,400V INTK SWGR INCM TR-B PWR ABN,BOOL,,,0,0,30BGT20GT200XQ20-CND,1,.OUT,30BGT20GT200XQ20-CND,-CND,30BGT20GT200XQ20-CND,-1,30BGT20GT200XQ20-CND
3268,SB_010200010000003268,SB_30BGT20GT200XQ14-CND.OUT,400V INTK SWGR INCM TR-B VLT U-V ABN,BOOL,,,0,0,30BGT20GT200XQ14-CND,1,.OUT,30BGT20GT200XQ14-CND,-CND,30BGT20GT200XQ14-CND,-1,30BGT20GT200XQ14-CND
3269,SB_010200010000003269,SB_30BGB00GS100XB18.OUT,400V INTK SWGR TIE CB AVAIL,BOOL,,,0,0,30BGB00GS100XB18,0,.OUT,30BGB00GS100XB18,,30BGB00GS100XB18,0,30BGB00GS100XB18
3270,SB_010200010000003270,SB_30BGB00GS100XB18-OUT.OUT,400V INTK SWGR TIE CB AVAIL,BOOL,,,0,0,30BGB00GS100XB18-OUT,1,.OUT,30BGB00GS100XB18-OUT,-OUT,30BGB00GS100XB18-OUT,1,30BGB00GS100XB18-OUT
3271,SB_010200010000003271,SB_30BGB00GS100XB02.OUT,400V INTK SWGR TIE CB CLS,BOOL,,,0,0,30BGB00GS100XB02,1,.OUT,30BGB00GS100XB02,,30BGB00GS100XB02,-1,30BGB00GS100XB02
3272,SB_010200010000003272,SB_30BGB00GS100XB23.OUT,400V INTK SWGR TIE CB E-FAIL,BOOL,,,0,0,30BGB00GS100XB23,1,.OUT,30BGB00GS100XB23,,30BGB00GS100XB23,-1,30BGB00GS100XB23
3273,SB_010200010000003273,SB_30BGB00GS100XB20.OUT,400V INTK SWGR TIE CB TST POS,BOOL,,,0,0,30BGB00GS100XB20,0,.OUT,30BGB00GS100XB20,,30BGB00GS100XB20,0,30BGB00GS100XB20
3274,SB_010200010000003274,SB_30BGB00GS100XB20-OUT.OUT,400V INTK SWGR TIE CB TST POS,BOOL,,,0,0,30BGB00GS100XB20-OUT,1,.OUT,30BGB00GS100XB20-OUT,-OUT,30BGB00GS100XB20-OUT,1,30BGB00GS100XB20-OUT
3275,SB_010200010000003275,SB_30BFT10GT200-ABN.OUT,400V UNIT SWGR  INCM TR-A CB ABN,BOOL,,,0,0,30BFT10GT200-ABN,1,.OUT,30BFT10GT200-ABN,-ABN,30BFT10GT200-ABN,-1,30BFT10GT200-ABN
3276,SB_010200010000003276,SB_30BFT10GT200-CFS.OUT,400V UNIT SWGR  INCM TR-A CB CLS,BOOL,,,0,0,30BFT10GT200-CFS,1,.OUT,30BFT10GT200-CFS,-CFS,30BFT10GT200-CFS,-1,30BFT10GT200-CFS
3277,SB_010200010000003277,SB_30BFT10GT200-ELF.OUT,400V UNIT SWGR  INCM TR-A CB E-FAIL,BOOL,,,0,0,30BFT10GT200-ELF,1,.OUT,30BFT10GT200-ELF,-ELF,30BFT10GT200-ELF,-1,30BFT10GT200-ELF
3278,SB_010200010000003278,SB_30BFT10GT200-OFS.OUT,400V UNIT SWGR  INCM TR-A CB OPN,BOOL,,,0,0,30BFT10GT200-OFS,1,.OUT,30BFT10GT200-OFS,-OFS,30BFT10GT200-OFS,-1,30BFT10GT200-OFS
3279,SB_010200010000003279,SB_30BFT10GT200-CPS.OUT,400V UNIT SWGR  INCM TR-A CB PMT,BOOL,,,0,0,30BFT10GT200-CPS,1,.OUT,30BFT10GT200-CPS,-CPS,30BFT10GT200-CPS,-1,30BFT10GT200-CPS
3280,SB_010200010000003280,SB_30BFT10GT200-ROS.OUT,400V UNIT SWGR  INCM TR-A CB RO,BOOL,,,0,0,30BFT10GT200-ROS,1,.OUT,30BFT10GT200-ROS,-ROS,30BFT10GT200-ROS,-1,30BFT10GT200-ROS
3281,SB_010200010000003281,SB_30BFT10GT200-CLE.OUT,400V UNIT SWGR  INCM TR-A CB RTE-CL,BOOL,,,0,0,30BFT10GT200-CLE,1,.OUT,30BFT10GT200-CLE,-CLE,30BFT10GT200-CLE,-1,30BFT10GT200-CLE
3282,SB_010200010000003282,SB_30BFT10GT200-OPE.OUT,400V UNIT SWGR  INCM TR-A CB RTE-OP,BOOL,,,0,0,30BFT10GT200-OPE,1,.OUT,30BFT10GT200-OPE,-OPE,30BFT10GT200-OPE,-1,30BFT10GT200-OPE
3283,SB_010200010000003283,SB_30BFT20GT200-ABN.OUT,400V UNIT SWGR  INCM TR-B CB ABN,BOOL,,,0,0,30BFT20GT200-ABN,1,.OUT,30BFT20GT200-ABN,-ABN,30BFT20GT200-ABN,-1,30BFT20GT200-ABN
3284,SB_010200010000003284,SB_30BFT20GT200-CFS.OUT,400V UNIT SWGR  INCM TR-B CB CLS,BOOL,,,0,0,30BFT20GT200-CFS,1,.OUT,30BFT20GT200-CFS,-CFS,30BFT20GT200-CFS,-1,30BFT20GT200-CFS
3285,SB_010200010000003285,SB_30BFT20GT200-ELF.OUT,400V UNIT SWGR  INCM TR-B CB E-FAIL,BOOL,,,0,0,30BFT20GT200-ELF,1,.OUT,30BFT20GT200-ELF,-ELF,30BFT20GT200-ELF,-1,30BFT20GT200-ELF
3286,SB_010200010000003286,SB_30BFT20GT200-OFS.OUT,400V UNIT SWGR  INCM TR-B CB OPN,BOOL,,,0,0,30BFT20GT200-OFS,1,.OUT,30BFT20GT200-OFS,-OFS,30BFT20GT200-OFS,-1,30BFT20GT200-OFS
3287,SB_010200010000003287,SB_30BFT20GT200-CPS.OUT,400V UNIT SWGR  INCM TR-B CB PMT,BOOL,,,0,0,30BFT20GT200-CPS,1,.OUT,30BFT20GT200-CPS,-CPS,30BFT20GT200-CPS,-1,30BFT20GT200-CPS
3288,SB_010200010000003288,SB_30BFT20GT200-ROS.OUT,400V UNIT SWGR  INCM TR-B CB RO,BOOL,,,0,0,30BFT20GT200-ROS,1,.OUT,30BFT20GT200-ROS,-ROS,30BFT20GT200-ROS,-1,30BFT20GT200-ROS
3289,SB_010200010000003289,SB_30BFT20GT200-CLE.OUT,400V UNIT SWGR  INCM TR-B CB RTE-CL,BOOL,,,0,0,30BFT20GT200-CLE,1,.OUT,30BFT20GT200-CLE,-CLE,30BFT20GT200-CLE,-1,30BFT20GT200-CLE
3290,SB_010200010000003290,SB_30BFT20GT200-OPE.OUT,400V UNIT SWGR  INCM TR-B CB RTE-OP,BOOL,,,0,0,30BFT20GT200-OPE,1,.OUT,30BFT20GT200-OPE,-OPE,30BFT20GT200-OPE,-1,30BFT20GT200-OPE
3291,SB_010200010000003291,SB_30BFB00GS100-ABN.OUT,400V UNIT SWGR  TIE CB ABN,BOOL,,,0,0,30BFB00GS100-ABN,1,.OUT,30BFB00GS100-ABN,-ABN,30BFB00GS100-ABN,-1,30BFB00GS100-ABN
3292,SB_010200010000003292,SB_30BFB00GS100-CFS.OUT,400V UNIT SWGR  TIE CB CLS,BOOL,,,0,0,30BFB00GS100-CFS,1,.OUT,30BFB00GS100-CFS,-CFS,30BFB00GS100-CFS,-1,30BFB00GS100-CFS
3293,SB_010200010000003293,SB_30BFB00GS100-ELF.OUT,400V UNIT SWGR  TIE CB E-FAIL,BOOL,,,0,0,30BFB00GS100-ELF,1,.OUT,30BFB00GS100-ELF,-ELF,30BFB00GS100-ELF,-1,30BFB00GS100-ELF
3294,SB_010200010000003294,SB_30BFB00GS100-OFS.OUT,400V UNIT SWGR  TIE CB OPN,BOOL,,,0,0,30BFB00GS100-OFS,1,.OUT,30BFB00GS100-OFS,-OFS,30BFB00GS100-OFS,-1,30BFB00GS100-OFS
3295,SB_010200010000003295,SB_30BFB00GS100-CPS.OUT,400V UNIT SWGR  TIE CB PMT,BOOL,,,0,0,30BFB00GS100-CPS,1,.OUT,30BFB00GS100-CPS,-CPS,30BFB00GS100-CPS,-1,30BFB00GS100-CPS
3296,SB_010200010000003296,SB_30BFB00GS100-ROS.OUT,400V UNIT SWGR  TIE CB RO,BOOL,,,0,0,30BFB00GS100-ROS,1,.OUT,30BFB00GS100-ROS,-ROS,30BFB00GS100-ROS,-1,30BFB00GS100-ROS
3297,SB_010200010000003297,SB_30BFB00GS100-CLE.OUT,400V UNIT SWGR  TIE CB RTE-CL,BOOL,,,0,0,30BFB00GS100-CLE,1,.OUT,30BFB00GS100-CLE,-CLE,30BFB00GS100-CLE,-1,30BFB00GS100-CLE
3298,SB_010200010000003298,SB_30BFB00GS100-OPE.OUT,400V UNIT SWGR  TIE CB RTE-OP,BOOL,,,0,0,30BFB00GS100-OPE,1,.OUT,30BFB00GS100-OPE,-OPE,30BFB00GS100-OPE,-1,30BFB00GS100-OPE
3299,SB_010200010000003299,SB_30BFB00GS100XQ14-CND.OUT,400V UNIT SWGR BUS-A VLT U-V ABN,BOOL,,,0,0,30BFB00GS100XQ14-CND,1,.OUT,30BFB00GS100XQ14-CND,-CND,30BFB00GS100XQ14-CND,-1,30BFB00GS100XQ14-CND
3300,SB_010200010000003300,SB_30BFB00GS100XQ17-CND.OUT,400V UNIT SWGR BUS-B VLT U-V ABN,BOOL,,,0,0,30BFB00GS100XQ17-CND,1,.OUT,30BFB00GS100XQ17-CND,-CND,30BFB00GS100XQ17-CND,-1,30BFB00GS100XQ17-CND
3301,SB_010200010000003301,SB_30BFT10GT200XB18.OUT,400V UNIT SWGR INCM TR-A CB AVAIL,BOOL,,,0,0,30BFT10GT200XB18,0,.OUT,30BFT10GT200XB18,,30BFT10GT200XB18,0,30BFT10GT200XB18
3302,SB_010200010000003302,SB_30BFT10GT200XB18-OUT.OUT,400V UNIT SWGR INCM TR-A CB AVAIL,BOOL,,,0,0,30BFT10GT200XB18-OUT,1,.OUT,30BFT10GT200XB18-OUT,-OUT,30BFT10GT200XB18-OUT,1,30BFT10GT200XB18-OUT
3303,SB_010200010000003303,SB_30BFT10GT200XB02.OUT,400V UNIT SWGR INCM TR-A CB CLS,BOOL,,,0,0,30BFT10GT200XB02,1,.OUT,30BFT10GT200XB02,,30BFT10GT200XB02,-1,30BFT10GT200XB02
3304,SB_010200010000003304,SB_30BFT10GT200XB23.OUT,400V UNIT SWGR INCM TR-A CB E-FAIL,BOOL,,,0,0,30BFT10GT200XB23,1,.OUT,30BFT10GT200XB23,,30BFT10GT200XB23,-1,30BFT10GT200XB23
3305,SB_010200010000003305,SB_30BFT10GT200XB20.OUT,400V UNIT SWGR INCM TR-A CB TST POS,BOOL,,,0,0,30BFT10GT200XB20,0,.OUT,30BFT10GT200XB20,,30BFT10GT200XB20,0,30BFT10GT200XB20
3306,SB_010200010000003306,SB_30BFT10GT200XB20-OUT.OUT,400V UNIT SWGR INCM TR-A CB TST POS,BOOL,,,0,0,30BFT10GT200XB20-OUT,1,.OUT,30BFT10GT200XB20-OUT,-OUT,30BFT10GT200XB20-OUT,1,30BFT10GT200XB20-OUT
3307,SB_010200010000003307,SB_30BFT10GT200XQ09-CND.OUT,400V UNIT SWGR INCM TR-A CUR V-PH ABN,BOOL,,,0,0,30BFT10GT200XQ09-CND,1,.OUT,30BFT10GT200XQ09-CND,-CND,30BFT10GT200XQ09-CND,-1,30BFT10GT200XQ09-CND
3308,SB_010200010000003308,SB_30BFT10GT200XQ20-CND.OUT,400V UNIT SWGR INCM TR-A PWR ABN,BOOL,,,0,0,30BFT10GT200XQ20-CND,1,.OUT,30BFT10GT200XQ20-CND,-CND,30BFT10GT200XQ20-CND,-1,30BFT10GT200XQ20-CND
3309,SB_010200010000003309,SB_30BFT10GT200XQ14-CND.OUT,400V UNIT SWGR INCM TR-A VLT U-V ABN,BOOL,,,0,0,30BFT10GT200XQ14-CND,1,.OUT,30BFT10GT200XQ14-CND,-CND,30BFT10GT200XQ14-CND,-1,30BFT10GT200XQ14-CND
3310,SB_010200010000003310,SB_30BFT20GT200XB18.OUT,400V UNIT SWGR INCM TR-B CB AVAIL,BOOL,,,0,0,30BFT20GT200XB18,0,.OUT,30BFT20GT200XB18,,30BFT20GT200XB18,0,30BFT20GT200XB18
3311,SB_010200010000003311,SB_30BFT20GT200XB18-OUT.OUT,400V UNIT SWGR INCM TR-B CB AVAIL,BOOL,,,0,0,30BFT20GT200XB18-OUT,1,.OUT,30BFT20GT200XB18-OUT,-OUT,30BFT20GT200XB18-OUT,1,30BFT20GT200XB18-OUT
3312,SB_010200010000003312,SB_30BFT20GT200XB02.OUT,400V UNIT SWGR INCM TR-B CB CLS,BOOL,,,0,0,30BFT20GT200XB02,1,.OUT,30BFT20GT200XB02,,30BFT20GT200XB02,-1,30BFT20GT200XB02
3313,SB_010200010000003313,SB_30BFT20GT200XB23.OUT,400V UNIT SWGR INCM TR-B CB E-FAIL,BOOL,,,0,0,30BFT20GT200XB23,1,.OUT,30BFT20GT200XB23,,30BFT20GT200XB23,-1,30BFT20GT200XB23
3314,SB_010200010000003314,SB_30BFT20GT200XB20.OUT,400V UNIT SWGR INCM TR-B CB TST POS,BOOL,,,0,0,30BFT20GT200XB20,0,.OUT,30BFT20GT200XB20,,30BFT20GT200XB20,0,30BFT20GT200XB20
3315,SB_010200010000003315,SB_30BFT20GT200XB20-OUT.OUT,400V UNIT SWGR INCM TR-B CB TST POS,BOOL,,,0,0,30BFT20GT200XB20-OUT,1,.OUT,30BFT20GT200XB20-OUT,-OUT,30BFT20GT200XB20-OUT,1,30BFT20GT200XB20-OUT
3316,SB_010200010000003316,SB_30BFT20GT200XQ09-CND.OUT,400V UNIT SWGR INCM TR-B CUR V-PH ABN,BOOL,,,0,0,30BFT20GT200XQ09-CND,1,.OUT,30BFT20GT200XQ09-CND,-CND,30BFT20GT200XQ09-CND,-1,30BFT20GT200XQ09-CND
3317,SB_010200010000003317,SB_30BFT20GT200XQ20-CND.OUT,400V UNIT SWGR INCM TR-B PWR ABN,BOOL,,,0,0,30BFT20GT200XQ20-CND,1,.OUT,30BFT20GT200XQ20-CND,-CND,30BFT20GT200XQ20-CND,-1,30BFT20GT200XQ20-CND
3318,SB_010200010000003318,SB_30BFT20GT200XQ14-CND.OUT,400V UNIT SWGR INCM TR-B VLT U-V ABN,BOOL,,,0,0,30BFT20GT200XQ14-CND,1,.OUT,30BFT20GT200XQ14-CND,-CND,30BFT20GT200XQ14-CND,-1,30BFT20GT200XQ14-CND
3319,SB_010200010000003319,SB_30BFB00GS100XB18.OUT,400V UNIT SWGR TIE CB AVAIL,BOOL,,,0,0,30BFB00GS100XB18,0,.OUT,30BFB00GS100XB18,,30BFB00GS100XB18,0,30BFB00GS100XB18
3320,SB_010200010000003320,SB_30BFB00GS100XB18-OUT.OUT,400V UNIT SWGR TIE CB AVAIL,BOOL,,,0,0,30BFB00GS100XB18-OUT,1,.OUT,30BFB00GS100XB18-OUT,-OUT,30BFB00GS100XB18-OUT,1,30BFB00GS100XB18-OUT
3321,SB_010200010000003321,SB_30BFB00GS100XB02.OUT,400V UNIT SWGR TIE CB CLS,BOOL,,,0,0,30BFB00GS100XB02,1,.OUT,30BFB00GS100XB02,,30BFB00GS100XB02,-1,30BFB00GS100XB02
3322,SB_010200010000003322,SB_30BFB00GS100XB23.OUT,400V UNIT SWGR TIE CB E-FAIL,BOOL,,,0,0,30BFB00GS100XB23,1,.OUT,30BFB00GS100XB23,,30BFB00GS100XB23,-1,30BFB00GS100XB23
3323,SB_010200010000003323,SB_30BFB00GS100XB20.OUT,400V UNIT SWGR TIE CB TST POS,BOOL,,,0,0,30BFB00GS100XB20,0,.OUT,30BFB00GS100XB20,,30BFB00GS100XB20,0,30BFB00GS100XB20
3324,SB_010200010000003324,SB_30BFB00GS100XB20-OUT.OUT,400V UNIT SWGR TIE CB TST POS,BOOL,,,0,0,30BFB00GS100XB20-OUT,1,.OUT,30BFB00GS100XB20-OUT,-OUT,30BFB00GS100XB20-OUT,1,30BFB00GS100XB20-OUT
3325,SB_010200010000003325,SB_30BFU10GT200-ABN.OUT,400V WTP SWGR   INCM TR-A CB ABN,BOOL,,,0,0,30BFU10GT200-ABN,1,.OUT,30BFU10GT200-ABN,-ABN,30BFU10GT200-ABN,-1,30BFU10GT200-ABN
3326,SB_010200010000003326,SB_30BFU10GT200-CFS.OUT,400V WTP SWGR   INCM TR-A CB CLS,BOOL,,,0,0,30BFU10GT200-CFS,1,.OUT,30BFU10GT200-CFS,-CFS,30BFU10GT200-CFS,-1,30BFU10GT200-CFS
3327,SB_010200010000003327,SB_30BFU10GT200-ELF.OUT,400V WTP SWGR   INCM TR-A CB E-FAIL,BOOL,,,0,0,30BFU10GT200-ELF,1,.OUT,30BFU10GT200-ELF,-ELF,30BFU10GT200-ELF,-1,30BFU10GT200-ELF
3328,SB_010200010000003328,SB_30BFU10GT200-OFS.OUT,400V WTP SWGR   INCM TR-A CB OPN,BOOL,,,0,0,30BFU10GT200-OFS,1,.OUT,30BFU10GT200-OFS,-OFS,30BFU10GT200-OFS,-1,30BFU10GT200-OFS
3329,SB_010200010000003329,SB_30BFU10GT200-CPS.OUT,400V WTP SWGR   INCM TR-A CB PMT,BOOL,,,0,0,30BFU10GT200-CPS,1,.OUT,30BFU10GT200-CPS,-CPS,30BFU10GT200-CPS,-1,30BFU10GT200-CPS
3330,SB_010200010000003330,SB_30BFU10GT200-ROS.OUT,400V WTP SWGR   INCM TR-A CB RO,BOOL,,,0,0,30BFU10GT200-ROS,1,.OUT,30BFU10GT200-ROS,-ROS,30BFU10GT200-ROS,-1,30BFU10GT200-ROS
3331,SB_010200010000003331,SB_30BFU10GT200-CLE.OUT,400V WTP SWGR   INCM TR-A CB RTE-CL,BOOL,,,0,0,30BFU10GT200-CLE,1,.OUT,30BFU10GT200-CLE,-CLE,30BFU10GT200-CLE,-1,30BFU10GT200-CLE
3332,SB_010200010000003332,SB_30BFU10GT200-OPE.OUT,400V WTP SWGR   INCM TR-A CB RTE-OP,BOOL,,,0,0,30BFU10GT200-OPE,1,.OUT,30BFU10GT200-OPE,-OPE,30BFU10GT200-OPE,-1,30BFU10GT200-OPE
3333,SB_010200010000003333,SB_30BFU20GT200-ABN.OUT,400V WTP SWGR   INCM TR-B CB ABN,BOOL,,,0,0,30BFU20GT200-ABN,1,.OUT,30BFU20GT200-ABN,-ABN,30BFU20GT200-ABN,-1,30BFU20GT200-ABN
3334,SB_010200010000003334,SB_30BFU20GT200-CFS.OUT,400V WTP SWGR   INCM TR-B CB CLS,BOOL,,,0,0,30BFU20GT200-CFS,1,.OUT,30BFU20GT200-CFS,-CFS,30BFU20GT200-CFS,-1,30BFU20GT200-CFS
3335,SB_010200010000003335,SB_30BFU20GT200-ELF.OUT,400V WTP SWGR   INCM TR-B CB E-FAIL,BOOL,,,0,0,30BFU20GT200-ELF,1,.OUT,30BFU20GT200-ELF,-ELF,30BFU20GT200-ELF,-1,30BFU20GT200-ELF
3336,SB_010200010000003336,SB_30BFU20GT200-OFS.OUT,400V WTP SWGR   INCM TR-B CB OPN,BOOL,,,0,0,30BFU20GT200-OFS,1,.OUT,30BFU20GT200-OFS,-OFS,30BFU20GT200-OFS,-1,30BFU20GT200-OFS
3337,SB_010200010000003337,SB_30BFU20GT200-CPS.OUT,400V WTP SWGR   INCM TR-B CB PMT,BOOL,,,0,0,30BFU20GT200-CPS,1,.OUT,30BFU20GT200-CPS,-CPS,30BFU20GT200-CPS,-1,30BFU20GT200-CPS
3338,SB_010200010000003338,SB_30BFU20GT200-ROS.OUT,400V WTP SWGR   INCM TR-B CB RO,BOOL,,,0,0,30BFU20GT200-ROS,1,.OUT,30BFU20GT200-ROS,-ROS,30BFU20GT200-ROS,-1,30BFU20GT200-ROS
3339,SB_010200010000003339,SB_30BFU20GT200-CLE.OUT,400V WTP SWGR   INCM TR-B CB RTE-CL,BOOL,,,0,0,30BFU20GT200-CLE,1,.OUT,30BFU20GT200-CLE,-CLE,30BFU20GT200-CLE,-1,30BFU20GT200-CLE
3340,SB_010200010000003340,SB_30BFU20GT200-OPE.OUT,400V WTP SWGR   INCM TR-B CB RTE-OP,BOOL,,,0,0,30BFU20GT200-OPE,1,.OUT,30BFU20GT200-OPE,-OPE,30BFU20GT200-OPE,-1,30BFU20GT200-OPE
3341,SB_010200010000003341,SB_30BFD00GS100-ABN.OUT,400V WTP SWGR   TIE CB ABN,BOOL,,,0,0,30BFD00GS100-ABN,1,.OUT,30BFD00GS100-ABN,-ABN,30BFD00GS100-ABN,-1,30BFD00GS100-ABN
3342,SB_010200010000003342,SB_30BFD00GS100-CFS.OUT,400V WTP SWGR   TIE CB CLS,BOOL,,,0,0,30BFD00GS100-CFS,1,.OUT,30BFD00GS100-CFS,-CFS,30BFD00GS100-CFS,-1,30BFD00GS100-CFS
3343,SB_010200010000003343,SB_30BFD00GS100-ELF.OUT,400V WTP SWGR   TIE CB E-FAIL,BOOL,,,0,0,30BFD00GS100-ELF,1,.OUT,30BFD00GS100-ELF,-ELF,30BFD00GS100-ELF,-1,30BFD00GS100-ELF
3344,SB_010200010000003344,SB_30BFD00GS100-OFS.OUT,400V WTP SWGR   TIE CB OPN,BOOL,,,0,0,30BFD00GS100-OFS,1,.OUT,30BFD00GS100-OFS,-OFS,30BFD00GS100-OFS,-1,30BFD00GS100-OFS
3345,SB_010200010000003345,SB_30BFD00GS100-CPS.OUT,400V WTP SWGR   TIE CB PMT,BOOL,,,0,0,30BFD00GS100-CPS,1,.OUT,30BFD00GS100-CPS,-CPS,30BFD00GS100-CPS,-1,30BFD00GS100-CPS
